Tiempo (s),Angulo (grados),Posicion del Carro (m),Velocidad del Carro (m/s),Fuerza (N),Aceleracion del Carro (m/s^2),Aceleración del Péndulo (rad/s^2)
3.024,0.0009282201416578476,9.614154358345074,3.5138934098308803,5.874160205661558e-05,2.3496640782809477e-05,0.0002495347575167502
3.025,0.0009245950088322424,9.6176682517315,3.5138933864260324,5.851211945764181e-05,2.3404847743684894e-05,0.0002485601700347106
3.0260000000000002,0.000920984034022861,9.621182145094613,3.513893363112619,5.828353364717243e-05,2.3313413419956643e-05,0.0002475893891153008
3.027,0.000917387161933926,9.624696038434504,3.5138933398902825,5.80558411184369e-05,2.322233640891657e-05,0.00024662239988922275
3.028,0.0009138043374856349,9.628209931751263,3.5138933167586672,5.782903837828443e-05,2.3131615313304417e-05,0.0002456591875452128
3.029,0.0009102355058133168,9.63172382504498,3.5138932937174183,5.760312194809444e-05,2.3041248741672027e-05,0.0002446997373303416
3.0300000000000002,0.0009066806122665918,9.635237718315746,3.513893270766183,5.737808836104611e-05,2.2951235307291116e-05,0.0002437440345483265
3.031,0.0009031396024085344,9.63875161156365,3.5138932479046097,5.715393416575971e-05,2.2861573629609857e-05,0.0002427920645613227
3.032,0.0008996124220148388,9.642265504788783,3.5138932251323474,5.693065592447624e-05,2.277226233352472e-05,0.00024184381278873467
3.033,0.0008960990170729893,9.645779397991232,3.5138932024490472,5.6708250210327073e-05,2.2683300048288305e-05,0.00024089926470553192
3.0340000000000003,0.0008925993337814323,9.649293291171086,3.513893179854362,5.6486713611885405e-05,2.2594685409329947e-05,0.00023995840584453804
3.035,0.000889113318548753,9.652807184328433,3.513893157347945,5.626604273180114e-05,2.250641705770967e-05,0.00023902122179549325
3.036,0.0008856409179928538,9.656321077463362,3.513893134929451,5.6046234184070416e-05,2.2418493639025985e-05,0.0002380876982033719
3.037,0.0008821820789401369,9.659834970575961,3.513893112598537,5.582728459722176e-05,2.2330913804690355e-05,0.00023715782076992977
3.0380000000000003,0.0008787367484246904,9.663348863666316,3.513893090354861,5.5609190612040646e-05,2.2243676211017035e-05,0.00023623157525227173
3.039,0.000875304873687476,9.666862756734515,3.5138930681980813,5.539194888430059e-05,2.2156779520315474e-05,0.0002353089474641507
3.04,0.0008718864021755218,9.670376649780643,3.513893046127859,5.5175556080212076e-05,2.2070222399069928e-05,0.00023438992327329706
3.041,0.0008684812815411174,9.673890542804786,3.5138930241438553,5.496000888188437e-05,2.1984003520124156e-05,0.00023347448860420823
3.0420000000000003,0.0008650894596410108,9.677404435807032,3.5138930022457338,5.47453039804988e-05,2.1898121559950737e-05,0.00023256262943423766
3.043,0.0008617108845356118,9.680918328787465,3.5138929804331585,5.4531438085411646e-05,2.1812575202292247e-05,0.00023165433179837271
3.044,0.0008583455044881944,9.684432221746171,3.5138929587057954,5.4318407914596595e-05,2.1727363134338202e-05,0.000230749581783835
3.045,0.0008549932679641065,9.687946114683234,3.513892937063311,5.4106210200561716e-05,2.1642484049091886e-05,0.00022984836553312262
3.0460000000000003,0.0008516541236299787,9.691460007598739,3.5138929155053744,5.3894841688984334e-05,2.1557936644824276e-05,0.00022895066924307972
3.047,0.0008483280203529387,9.694973900492771,3.5138928940316547,5.3684299137800925e-05,2.1473719624710017e-05,0.0002280564791642168
3.048,0.0008450149071998284,9.698487793365413,3.513892872641823,5.3474579316752294e-05,2.1389831696645478e-05,0.0002271657816002783
3.049,0.000841714733436424,9.702001686216748,3.5138928513355516,5.326567900965944e-05,2.1306271574159105e-05,0.0002262785629093019
3.0500000000000003,0.0008384274485266581,9.70551557904686,3.5138928301125136,5.305759501169298e-05,2.12230379753192e-05,0.00022539480950194648
3.051,0.000835153002131846,9.709029471855832,3.513892808972384,5.2850324131649096e-05,2.1140129623644278e-05,0.00022451450784255245
3.052,0.0008318913441099152,9.712543364643746,3.513892787914839,5.264386318967404e-05,2.1057545247192887e-05,0.00022363764444771993
3.053,0.0008286424245146368,9.716057257410686,3.513892766939555,5.243820902045034e-05,2.0975283579838084e-05,0.00022276420588786646
3.0540000000000003,0.0008254061935948605,9.719571150156732,3.5138927460462117,5.223335846819052e-05,2.089334335926493e-05,0.00022189417878431758
3.055,0.0008221826017937535,9.723085042881966,3.5138927252344883,5.202930839164384e-05,2.0811723328973172e-05,0.00022102754981185866
3.056,0.0008189715997480401,9.72659893558647,3.513892704504066,5.182605566091053e-05,2.0730422237002947e-05,0.00022016430569681963
3.057,0.0008157731382872467,9.730112828270324,3.513892683854627,5.162359715835229e-05,2.064943883629898e-05,0.00021930443321739466
3.0580000000000003,0.0008125871684329477,9.733626720933609,3.513892663285855,5.142192977950283e-05,2.0568771885074795e-05,0.00021844791920396176
3.059,0.0008094136413980172,9.737140613576406,3.5138926427974346,5.1221050430337216e-05,2.0488420145720465e-05,0.00021759475053741823
3.06,0.0008062525085858792,9.740654506198794,3.513892622389052,5.102095603000294e-05,2.0408382385895034e-05,0.0002167449141504949
3.061,0.0008031037215897652,9.744168398800854,3.5138926020603947,5.0821643510364956e-05,2.0328657378344515e-05,0.00021589839702733347
3.0620000000000003,0.0007999672321919721,9.747682291382665,3.5138925818111506,5.06231098132751e-05,2.0249243899809697e-05,0.00021505518620182376
3.063,0.0007968429923631242,9.751196183944305,3.51389256164101,5.0425351895123676e-05,2.0170140732846734e-05,0.000214215268759913
3.064,0.0007937309542614361,9.754710076485855,3.513892541549663,5.022836672228828e-05,2.0091346664006713e-05,0.0002133786318369509
3.065,0.0007906310702319823,9.758223969007393,3.5138925215368024,5.00321512734097e-05,2.001286048474598e-05,0.00021254526261876006
3.0660000000000003,0.0007875432928059653,9.761737861508994,3.5138925016021214,4.9836702538936966e-05,1.99346809912442e-05,0.00021171514834121587
3.067,0.000784467574699989,9.76525175399074,3.5138924817453145,4.964201752249301e-05,1.985680698495057e-05,0.00021088827629082177
3.068,0.0007814038688153353,9.768765646452705,3.513892461966077,4.944809323632344e-05,1.977923727076339e-05,0.00021006463380205661
3.069,0.0007783521282372422,9.772279538894969,3.5138924422641065,4.9254926708578994e-05,1.970197065994298e-05,0.00020924420826117822
3.0700000000000003,0.0007753123062341848,9.775793431317608,3.5138924226391004,4.90625149751232e-05,1.962500596683479e-05,0.0002084269871015863
3.071,0.0007722843562571604,9.779307323720698,3.5138924030907583,4.8870855084994285e-05,1.9548342011054155e-05,0.00020761295780663392
3.072,0.0007692682319389754,9.782821216104317,3.5138923836187805,4.867994409995023e-05,1.94719776173043e-05,0.00020680210790921243
3.073,0.0007662638870935341,9.78633510846854,3.513892364222869,4.84897790921932e-05,1.939591161446613e-05,0.00020599442499034379
3.074,0.0007632712757151331,9.789849000813442,3.513892344902726,4.8300357143459556e-05,1.9320142835234232e-05,0.00020518989667851826
3.075,0.0007602903519777548,9.7933628931391,3.513892325658056,4.811167535139196e-05,1.924467011866569e-05,0.00020438851065300565
3.076,0.0007573210702343669,9.796876785445589,3.5138923064885637,4.7923730819071304e-05,1.9169492305992917e-05,0.00020359025463798005
3.077,0.0007543633850162228,9.800390677732983,3.5138922873939555,4.7736520667305736e-05,1.9094608245539195e-05,0.00020279511640905993
3.078,0.0007514172510321651,9.803904570001357,3.513892268373939,4.755004202461779e-05,1.9020016788713575e-05,0.0002020030837876829
3.079,0.0007484826231679322,9.807418462250785,3.513892249428222,4.736429202906501e-05,1.8945716790739105e-05,0.0002012141446419364
3.08,0.0007455594564854666,9.810932354481341,3.5138922305565146,4.717926783415712e-05,1.8871707113019715e-05,0.0002004282868896236
3.081,0.0007426477062222281,9.8144462466931,3.513892211758528,4.699496660157383e-05,1.879798662022732e-05,0.00019964549849412955
3.082,0.0007397473277905065,9.817960138886134,3.5138921930339735,4.6811385506171645e-05,1.8724554182304554e-05,0.0001988657674669919
3.083,0.0007368582767767398,9.821474031060516,3.5138921743825646,4.662852173052227e-05,1.8651408672280137e-05,0.00019808908186476164
3.084,0.0007339805089408338,9.82498792321632,3.5138921558040157,4.6446372472650314e-05,1.8578548969363935e-05,0.0001973154297930644
3.085,0.0007311139802154843,9.828501815353617,3.5138921372980416,4.6264934937840786e-05,1.8505973955669996e-05,0.00019654479940197294
3.086,0.0007282586467055024,9.83201570747248,3.513892118864359,4.608420634455621e-05,1.8433682518583352e-05,0.00019577717888907657
3.087,0.0007254144646871417,9.835529599572984,3.5138921005026855,4.590418391988533e-05,1.8361673548939536e-05,0.0001950125564968412
3.088,0.0007225813906074295,9.839043491655197,3.5138920822127395,4.572486490500502e-05,1.8289945943209326e-05,0.00019425092051543133
3.089,0.0007197593810834989,9.84255738371919,3.513892063994241,4.5546246549718725e-05,1.821849860131413e-05,0.0001934922592795751
3.09,0.0007169483929019252,9.846071275765038,3.5138920458469105,4.5368326113822046e-05,1.8147330427172224e-05,0.0001927365611691534
3.091,0.000714148383018063,9.849585167792808,3.51389202777047,4.519110086937867e-05,1.8076440329609107e-05,0.00019198381461028595
3.092,0.0007113593085553878,9.853099059802574,3.513892009764643,4.501456810072049e-05,1.800582722235757e-05,0.00019123400807517717
3.093,0.0007085811268048393,9.856612951794403,3.513891991829153,4.483872509898611e-05,1.7935490021873085e-05,0.000190487130078983
3.094,0.0007058137952241667,9.860126843768366,3.5138919739637253,4.466356916667235e-05,1.7865427649154403e-05,0.00018974316918214082
3.095,0.0007030572714372773,9.863640735724534,3.513891956168086,4.4489097619455095e-05,1.7795639030471908e-05,0.00018900211399120928
3.096,0.000700311513233588,9.867154627662975,3.513891938441963,4.431530778254823e-05,1.7726123095911183e-05,0.00018826395315673074
3.097,0.0006975764785673785,9.87066851958376,3.5138919207850843,4.414219699024868e-05,1.765687877919103e-05,0.00018752867537283132
3.098,0.0006948521255571469,9.874182411486956,3.5138919031971794,4.3969762588212316e-05,1.7587905018573815e-05,0.00018679626937831163
3.099,0.0006921384124849688,9.877696303372634,3.5138918856779786,4.3798001931178324e-05,1.751920075595525e-05,0.000186066723955255
3.1,0.0006894352977958586,9.881210195240861,3.5138918682272138,4.362691238706574e-05,1.7450764938502972e-05,0.00018534002793111232
3.101,0.0006867427400971321,9.884724087091707,3.513891850844617,4.345649133196699e-05,1.7382596516653978e-05,0.00018461617017582235
3.102,0.0006840606981577735,9.888237978925236,3.5138918335299225,4.328673615151345e-05,1.7314694444660844e-05,0.00018389513960240757
3.103,0.0006813891309078031,9.891751870741519,3.513891816282865,4.311764424497194e-05,1.7247057682230323e-05,0.0001831769251690611
3.104,0.0006787279974376496,9.895265762540623,3.5138917991031797,4.2949213018417675e-05,1.717968519179253e-05,0.0001824615158752753
3.105,0.0006760772569975218,9.898779654322613,3.513891781990604,4.278143988928589e-05,1.7112575940321583e-05,0.00018174890076417744
3.106,0.0006734368689967856,9.902293546087558,3.513891764944875,4.261432228364111e-05,1.7045728898243314e-05,0.0001810390689208944
3.107,0.0006708067930033426,9.905807437835524,3.513891747965732,4.2447857642094186e-05,1.6979143041802095e-05,0.00018033200947563431
3.108,0.0006681869887430098,9.909321329566577,3.5138917310529147,4.228204340978923e-05,1.6912817349055588e-05,0.00017962771159807955
3.109,0.0006655774160989035,9.912835221280783,3.513891714206164,4.2116877045051575e-05,1.6846750803333954e-05,0.00017892616450195965
3.11,0.0006629780351108247,9.916349112978208,3.5138916974252217,4.1952356015746696e-05,1.6780942391783406e-05,0.00017822735744292095
3.111,0.0006603888059746476,9.919863004658918,3.5138916807098304,4.1788477797914935e-05,1.6715391104820105e-05,0.0001775312797176388
3.112,0.0006578096890417089,9.923376896322978,3.5138916640597344,4.1625239881233437e-05,1.6650095938314935e-05,0.0001768379206666539
3.113,0.0006552406448182013,9.926890787970452,3.5138916474746784,4.14626397608236e-05,1.658505589031647e-05,0.00017614726966976106
3.114,0.0006526816339645687,9.930404679601406,3.5138916309544084,4.1300674943623304e-05,1.6520269963599894e-05,0.00017545931614934362
3.115,0.0006501326172949037,9.933918571215905,3.513891614498671,4.1139342947476746e-05,1.6455737165302905e-05,0.00017477404956973554
3.116,0.0006475935557763463,9.937432462814012,3.5138915981072145,4.097864129840371e-05,1.6391456505833436e-05,0.00017409145943559156
3.117,0.0006450644105284884,9.940946354395791,3.5138915817797876,4.081856753196511e-05,1.632742699941588e-05,0.0001734115352924916
3.118,0.000642545142822776,9.944460245961308,3.51389156551614,4.065911919417347e-05,1.6263647664455263e-05,0.00017273426672729828
3.119,0.0006400357140819174,9.947974137510624,3.513891549316022,4.050029384012759e-05,1.620011752299113e-05,0.0001720596433672728
3.12,0.000637536085879292,9.951488029043803,3.5138915331791867,4.034208903492297e-05,1.6136835601061698e-05,0.00017138765488043347
3.121,0.0006350462199383618,9.955001920560909,3.5138915171053857,4.018450235319681e-05,1.6073800928521872e-05,0.00017071829097516938
3.122,0.0006325660781320852,9.958515812062004,3.513891501094373,4.0027531378217843e-05,1.601101253867917e-05,0.00017005154139960668
3.123,0.0006300956224823329,9.962029703547149,3.5138914851459035,3.987117370370705e-05,1.5948469469021997e-05,0.0001693873959424648
3.124,0.0006276348151593069,9.965543595016408,3.513891469259733,3.9715426932017234e-05,1.5886170760491498e-05,0.00016872584443192745
3.125,0.0006251836184809597,9.969057486469843,3.5138914534356176,3.9560288676408814e-05,1.582411545839186e-05,0.00016806687673674774
3.126,0.0006227419949124191,9.972571377907517,3.513891437673315,3.9405756558319166e-05,1.5762302611298052e-05,0.00016741048276462404
3.1270000000000002,0.0006203099070654118,9.97608526932949,3.5138914219725836,3.925182820645235e-05,1.5700731270691718e-05,0.0001667566524615683
3.128,0.0006178873176976914,9.979599160735823,3.513891406333183,3.909850126178594e-05,1.5639400492963914e-05,0.0001661053758145034
3.129,0.0006154741897124684,9.983113052126578,3.513891390754874,3.894577337484024e-05,1.5578309338322768e-05,0.0001654566428496393
3.13,0.000613070486157841,9.986626943501815,3.5138913752374172,3.879364220249236e-05,1.5517456869519153e-05,0.0001648104436306028
3.1310000000000002,0.0006106761702262305,9.990140834861595,3.513891359780575,3.86421054138933e-05,1.545684215421348e-05,0.00016416676826153207
3.132,0.0006082912052538161,9.99365472620598,3.513891344384111,3.8491160684551054e-05,1.5396464262608974e-05,0.00016352560688371725
3.133,0.0006059155547199748,9.997168617535028,3.5138913290477887,3.834080570088235e-05,1.5336322269272337e-05,0.00016288694967795162
3.134,0.0006035491822467213,10.000682508848799,3.5138913137713734,3.8191038157481766e-05,1.5276415252041426e-05,0.00016225078686291102
3.1350000000000002,0.0006011920515981508,10.004196400147354,3.5138912985546313,3.8041855758942506e-05,1.5216742292753529e-05,0.00016161710869601643
3.136,0.0005988441266798846,10.007710291430751,3.513891283397329,3.789325621712559e-05,1.515730247615308e-05,0.0001609859054718145
3.137,0.0005965053715385167,10.011224182699051,3.513891268299234,3.774523725434605e-05,1.5098094891166107e-05,0.0001603571675235856
3.138,0.0005941757503610636,10.01473807395231,3.513891253260115,3.759779660155243e-05,1.5039118630172046e-05,0.00015973088522222245
3.1390000000000002,0.0005918552274744157,10.01825196519059,3.5138912382797423,3.745093199832688e-05,1.4980372789003772e-05,0.00015910704897610097
3.14,0.0005895437673447906,10.021765856413948,3.5138912233578856,3.730464119288532e-05,1.4921856466947671e-05,0.0001584856492309527
3.141,0.0005872413345771896,10.025279747622442,3.513891208494317,3.7158921942987826e-05,1.486356876710779e-05,0.00015786667647023388
3.142,0.0005849478939148553,10.028793638816131,3.513891193688808,3.701377201548359e-05,1.4805508796223823e-05,0.00015725012121475012
3.1430000000000002,0.000582663410238731,10.032307529995071,3.5138911789411327,3.68691891817595e-05,1.4747675662850538e-05,0.00015663597402004736
3.144,0.000580387848566924,10.035821421159323,3.5138911642510644,3.672517122957427e-05,1.4690068482091444e-05,0.00015602422548274068
3.145,0.0005781211740541692,10.03933531230894,3.5138911496183782,3.658171594803843e-05,1.4632686369590758e-05,0.0001554148662321963
3.146,0.0005758633519912952,10.042849203443984,3.51389113504285,3.64388211394485e-05,1.4575528446267112e-05,0.00015480788693686127
3.1470000000000002,0.0005736143478046933,10.046363094564509,3.513891120524256,3.629648461245971e-05,1.4518593835582611e-05,0.00015420327830041518
3.148,0.0005713741270557878,10.04987698567057,3.5138911060623745,3.6154704186182584e-05,1.4461881665181481e-05,0.0001536010310638803
3.149,0.0005691426554405084,10.053390876762228,3.5138910916569834,3.601347768563142e-05,1.4405391065069455e-05,0.00015300113600301567
3.15,0.000566919898788765,10.056904767839535,3.5138910773078624,3.5872802946731156e-05,1.4349121169616522e-05,0.0001524035839309249
3.1510000000000002,0.0005647058230639245,10.06041865890255,3.5138910630147913,3.5732677812676215e-05,1.4293071116100466e-05,0.0001518083656959472
3.152,0.0005625003943622891,10.063932549951328,3.5138910487775514,3.559310013529606e-05,1.4237240045253094e-05,0.00015121547218228064
3.153,0.0005603035789125773,10.067446440985924,3.5138910345959244,3.5454067775510494e-05,1.418162710144233e-05,0.00015062489431010836
3.154,0.0005581153430754074,10.070960332006393,3.513891020469693,3.5315578601964256e-05,1.4126231432126093e-05,0.0001500366230347327
3.1550000000000002,0.0005559356533427807,10.074474223012793,3.513891006398641,3.5177630490116827e-05,1.4071052187488185e-05,0.00014945064934595827
3.156,0.00055376447633757,10.077988114005175,3.513890992382552,3.5040221327704424e-05,1.4016088522623106e-05,0.00014886696427095062
3.157,0.0005516017788130074,10.081502004983596,3.5138909784212125,3.490334900563692e-05,1.3961339593894823e-05,0.00014828555886915146
3.158,0.0005494475276521754,10.08501589594811,3.513890964514408,3.4767011428466634e-05,1.3906804563124276e-05,0.0001477064242378694
3.1590000000000003,0.0005473016898675003,10.088529786898773,3.513890950661925,3.463120650437487e-05,1.3852482593583997e-05,0.0001471295515066993
3.16,0.0005451642326002455,10.092043677835637,3.5138909368635525,3.449593215199945e-05,1.3798372852729134e-05,0.00014655493184112807
3.161,0.0005430351231200099,10.095557568758755,3.513890923119078,3.436118629815902e-05,1.3744474511287152e-05,0.0001459825564411752
3.162,0.000540914328824226,10.099071459668183,3.5138909094282913,3.4226966876942815e-05,1.369078674289376e-05,0.00014541241654077934
3.1630000000000003,0.0005388018172376602,10.102585350563974,3.5138908957909827,3.409327183153136e-05,1.3637308724821181e-05,0.00014484450340867375
3.164,0.0005366975560119161,10.10609924144618,3.513890882206943,3.3960099111465664e-05,1.3584039636885834e-05,0.0001442788083467808
3.165,0.0005346015129249386,10.109613132314857,3.5138908686759645,3.3827446674923076e-05,1.3530978662358668e-05,0.00014371532269133688
3.166,0.0005325136558805209,10.113127023170055,3.5138908551978396,3.3695312490082884e-05,1.3478124988511412e-05,0.00014315403781352197
3.1670000000000003,0.0005304339529078122,10.116640914011827,3.513890841772362,3.356369453102994e-05,1.342547780497802e-05,0.00014259494511710972
3.168,0.0005283623721608292,10.120154804840226,3.5138908283993255,3.343259078048573e-05,1.3373036304847094e-05,0.00014203803603984278
3.169,0.0005262988819179672,10.123668695655304,3.513890815078526,3.3301999228443e-05,1.3320799684115748e-05,0.00014148330205257344
3.17,0.000524243450581515,10.127182586457113,3.513890801809759,3.317191787216582e-05,1.3268767141689622e-05,0.00014093073465915002
3.1710000000000003,0.000522196046677171,10.130696477245706,3.5138907885928212,3.304234471892063e-05,1.3216937880475304e-05,0.00014038032539779306
3.172,0.0005201566388535608,10.134210368021133,3.51389077542751,3.2913277782335106e-05,1.3165311105923873e-05,0.00013983206583899653
3.173,0.0005181251958817572,10.137724258783447,3.513890762313624,3.278471508421881e-05,1.3113886026759168e-05,0.00013928594758640786
3.174,0.0005161016866548023,10.141238149532697,3.513890749250962,3.265665465228753e-05,1.3062661854067518e-05,0.00013874196227547532
3.1750000000000003,0.0005140860801872303,10.144752040268937,3.513890736239324,3.25290945265356e-05,1.3011637803846658e-05,0.00013820010157681168
3.176,0.0005120783456145939,10.148265930992215,3.513890723278511,3.240203274831214e-05,1.2960813092636258e-05,0.0001376603571901249
3.177,0.0005100784521929912,10.151779821702583,3.5138907103683237,3.2275467373975925e-05,1.2910186942979832e-05,0.00013712272085155512
3.178,0.0005080863692985946,10.155293712400091,3.513890697508565,3.2149396460330406e-05,1.2859758577598774e-05,0.0001365871843256203
3.1790000000000003,0.0005061020664271819,10.15880760308479,3.513890684699038,3.202381807463722e-05,1.2809527223397749e-05,0.00013605373941056792
3.18,0.0005041255131936699,10.16232149375673,3.5138906719395457,3.1898730294616405e-05,1.2759492111464782e-05,0.00013552237793826568
3.181,0.0005021566793316479,10.16583538441596,3.5138906592298933,3.1774131201163795e-05,1.2709652474158219e-05,0.0001349930917701201
3.182,0.0005001955346929151,10.16934927506253,3.5138906465698856,3.1650018885178574e-05,1.2660007547837739e-05,0.0001344658728006922
3.1830000000000003,0.0004982420492470181,10.172863165696489,3.513890633959329,3.152639144346691e-05,1.2610556571225827e-05,0.0001339407129553548
3.184,0.000496296193080792,10.176377056317888,3.5138906213980303,3.140324698329362e-05,1.2561298787228412e-05,0.0001334176041926676
3.185,0.0004943579363979013,10.179890946926774,3.513890608885797,3.12805836141894e-05,1.2512233439657786e-05,0.0001328965384998007
3.186,0.0004924272495183843,10.183404837523197,3.513890596422437,3.1158399458419524e-05,1.246335977742007e-05,0.00013237750789813843
3.1870000000000003,0.0004905041028781978,10.186918728107205,3.5138905840077603,3.103669264097048e-05,1.2414677050509866e-05,0.00013186050443771065
3.188,0.0004885884670287651,10.190432618678846,3.513890571641576,3.091546129774289e-05,1.2366184513287434e-05,0.00013134552020155552
3.189,0.0004866803126365249,10.19394650923817,3.5138905593236944,3.0794703570999967e-05,1.2317881422658068e-05,0.00013083254730313125
3.19,0.00048477961048248153,10.197460399785225,3.5138905470539274,3.0674417609367664e-05,1.2269767038072161e-05,0.0001303215778862111
3.1910000000000003,0.00048288633146175786,10.200974290320056,3.513890534832087,3.055460156920014e-05,1.2221840622071381e-05,0.00012981260412552295
3.192,0.00048100044658314984,10.204488180842715,3.5138905226579857,3.0435253613669574e-05,1.2174101439924612e-05,0.00012930561822614863
3.193,0.0004791219269686819,10.208002071353246,3.513890510531437,3.0316371913676565e-05,1.21265487599921e-05,0.00012880061242391663
3.194,0.00047725074385316485,10.211515961851697,3.5138904984522554,3.019795464648469e-05,1.2079181853179289e-05,0.00012829757898455326
3.1950000000000003,0.0004753868685837559,10.215029852338118,3.5138904864202556,3.0079999998451573e-05,1.2031999994029235e-05,0.00012779651020506944
3.196,0.0004735302726195194,10.218543742812553,3.5138904744352533,2.9962506161387664e-05,1.1985002459266126e-05,0.00012729739841167164
3.197,0.00047168092753098955,10.22205763327505,3.5138904624970646,2.984547133483212e-05,1.1938188528705632e-05,0.0001268002359609009
3.198,0.0004698388049997356,10.225571523725655,3.513890450605507,2.9728893723777036e-05,1.1891557484344605e-05,0.00012630501523828945
3.1990000000000003,0.0004680038768179275,10.229085414164416,3.5138904387603986,2.961277154094339e-05,1.1845108611271441e-05,0.00012581172865950053
3.2,0.00046617611488790453,10.232599304591378,3.5138904269615576,2.9497103009056887e-05,1.1798841198576427e-05,0.00012532036867146843
3.201,0.0004643554912217447,10.236113195006586,3.5138904152088033,2.9381886354020587e-05,1.1752754536620801e-05,0.000124830927748574
3.202,0.00046254197794083597,10.239627085410088,3.5138904035019554,2.9267119808556298e-05,1.1706847918493293e-05,0.00012434339839452994
3.203,0.00046073554727544966,10.243140975801929,3.513890391840835,2.9152801615390774e-05,1.1661120641284611e-05,0.00012385777314401902
3.204,0.00045893617156431507,10.246654866182153,3.513890380225263,2.9038930022704162e-05,1.1615572004266821e-05,0.0001233740445601117
3.205,0.00045714382325419547,10.250168756550808,3.5138903686550615,2.8925503284585243e-05,1.1570201309075447e-05,0.0001228922052344151
3.206,0.0004553584748994668,10.253682646907938,3.5138903571300535,2.8812519661486627e-05,1.1525007859891537e-05,0.00012241224778722256
3.207,0.00045358009916169684,10.257196537253588,3.5138903456500623,2.869997742386617e-05,1.1479990964898242e-05,0.00012193416486940121
3.208,0.00045180866880922685,10.260710427587803,3.5138903342149126,2.8587874845359563e-05,1.1435149933549847e-05,0.00012145794915856999
3.209,0.00045004415671675424,10.264224317910628,3.5138903228244285,2.8476210208242373e-05,1.1390484078756586e-05,0.00012098359336198114
3.21,0.0004482865358649174,10.267738208222106,3.513890311478436,2.8364981802064637e-05,1.1345992716338482e-05,0.00012051109021567807
3.211,0.0004465357793398819,10.271252098522282,3.5138903001767607,2.825418792000955e-05,1.1301675163568819e-05,0.00012004043248241233
3.212,0.00044479186033292815,10.274765988811202,3.51389028891923,2.814382686617626e-05,1.125753074208726e-05,0.00011957161295551937
3.213,0.0004430547521400412,10.278279879088908,3.513890277705671,2.8033896948752367e-05,1.1213558775168858e-05,0.00011910462445509835
3.214,0.00044132442816150115,10.281793769355444,3.5138902665359124,2.79243964818347e-05,1.1169758588452351e-05,0.00011863945982890939
3.215,0.00043960086190147647,10.285307659610854,3.513890255409783,2.7815323788160377e-05,1.112612951103259e-05,0.00011817611195376782
3.216,0.00043788402696761796,10.288821549855182,3.5138902443271123,2.7706677196375845e-05,1.1082670874368162e-05,0.0001177145737339594
3.217,0.00043617389707065424,10.29233544008847,3.5138902332877304,2.7598455040126614e-05,1.1039382011917278e-05,0.00011725483810064933
3.218,0.0004344704460239899,10.295849330310762,3.5138902222914683,2.7490655661698684e-05,1.0996262260594346e-05,0.00011679689801377392
3.219,0.00043277364774330367,10.2993632205221,3.513890211338157,2.7383277408832412e-05,1.0953310959495512e-05,0.00011634074646020879
3.22,0.0004310834762461496,10.302877110722527,3.5138902004276296,2.7276318636088063e-05,1.0910527450444893e-05,0.00011588637645442023
3.221,0.00042939990565155853,10.306391000912086,3.5138901895597185,2.7169777703480415e-05,1.0867911077448403e-05,0.00011543378103762707
3.222,0.0004277229101796425,10.30990489109082,3.5138901787342576,2.706365298057527e-05,1.0825461188332372e-05,0.00011498295327994235
3.223,0.00042605246415119914,10.313418781258772,3.5138901679510806,2.6957942837386218e-05,1.078317713110224e-05,0.00011453388627531533
3.224,0.00042438854198731916,10.316932671415982,3.5138901572100223,2.685264565620901e-05,1.0741058258676315e-05,0.00011408657314789455
3.225,0.0004227311182089941,10.320446561562493,3.5138901465109185,2.6747759822973443e-05,1.0699103925426523e-05,0.00011364100704721888
3.226,0.0004210801674367264,10.323960451698346,3.5138901358536048,2.6643283730429636e-05,1.0657313488452916e-05,0.00011319718114986397
3.227,0.00041943566439014035,10.327474341823583,3.5138901252379187,2.6539215776782504e-05,1.0615686307037464e-05,0.00011275508865860642
3.228,0.00041779758388759574,10.330988231938248,3.5138901146636967,2.6435554367967733e-05,1.0574221743554453e-05,0.00011231472280357457
3.229,0.00041616590084580135,10.334502122042379,3.5138901041307777,2.6332297914465603e-05,1.0532919162195995e-05,0.00011187607684042013
3.23,0.0004145405902794313,10.338016012136018,3.5138900936389996,2.6229444834487265e-05,1.049177793024656e-05,0.00011143914405196606
3.231,0.00041292162730074245,10.341529902219206,3.513890083188202,2.612699355169893e-05,1.0450797417172639e-05,0.00011100391774687583
3.232,0.00041130898711919285,10.345043792291984,3.513890072778225,2.6024942496132277e-05,1.0409976994986904e-05,0.00011057039126006037
3.233,0.0004097026450410626,10.348557682354393,3.513890062408909,2.592329010372932e-05,1.0369316038066174e-05,0.00011013855795234124
3.234,0.0004081025764690753,10.352071572406473,3.5138900520800953,2.5822034815887316e-05,1.032881392296935e-05,0.00010970841121011334
3.235,0.0004065087569020216,10.355585462448264,3.5138900417916252,2.5721175082189828e-05,1.0288470029529867e-05,0.00010927994444674673
3.236,0.00040492116193438396,10.359099352479808,3.5138900315433417,2.562070935631025e-05,1.0248283739217086e-05,0.00010885315110026405
3.237,0.00040333976725596266,10.362613242501142,3.5138900213350874,2.5520636098287704e-05,1.0208254436046664e-05,0.00010842802463449438
3.238,0.0004017645486515039,10.36612713251231,3.5138900111667057,2.542095377589263e-05,1.0168381507126778e-05,0.00010800455853973088
